date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:41:14	88084/88084	URF---	200	added ('OK%20(cached)')	application/webp		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688927d_lala-pashayeva.webp	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688927d_lala-pashayeva.webp	(from https://lala-design-portfolio.webflow.io/)
17:41:14	2458210/2458210	URF---	200	added ('OK%20(cached)')	image/jpeg		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc612868892a0_IMG_3188-min.jpg	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc612868892a0_IMG_3188-min.jpg	(from https://lala-design-portfolio.webflow.io/)
17:41:14	13188/13188	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	/Users/muhammedarfath/websites/fordjango/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://lala-design-portfolio.webflow.io/)
17:41:15	274/274	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224117fc068fab39d1779d9424a0340d42%22	https://assets-global.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688923d_icon-quote.svg	/Users/muhammedarfath/websites/fordjango/assets-global.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688923d_icon-quote.svg	(from https://assets-global.website-files.com/6527a38e362cc612868891e9/css/lala-design-portfolio.webflow.99df90dc5.css)
17:41:16	625304/625304	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889299_insta-story_straigh_withphone_full%20hd-min.png	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889299_insta-story_straigh_withphone_full%20hd-min.png	(from https://lala-design-portfolio.webflow.io/)
17:41:16	857802/857802	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688929c_Group%209-min-min.png	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688929c_Group%209-min-min.png	(from https://lala-design-portfolio.webflow.io/)
17:41:16	316671/316671	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889298_Presentation3.png	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889298_Presentation3.png	(from https://lala-design-portfolio.webflow.io/)
17:41:16	83525/83525	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc6128688932e_Portonovi-Cursor.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc6128688932e_Portonovi-Cursor.gif	(from https://lala-design-portfolio.webflow.io/)
17:41:17	2803408/2803408	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc6128688935b_true-sea-moss-main-video.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc6128688935b_true-sea-moss-main-video.gif	(from https://lala-design-portfolio.webflow.io/)
17:41:17	2149010/2149010	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889359_ANKH-TEA-MAIN-VID.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889359_ANKH-TEA-MAIN-VID.gif	(from https://lala-design-portfolio.webflow.io/)
17:41:17	4106683/4106683	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc612868893a6_Portonovi-Main-vid.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc612868893a6_Portonovi-Main-vid.gif	(from https://lala-design-portfolio.webflow.io/)
17:41:18	70915/70915	---M--	200	added ('OK')	image/png	etag:%22f6a29991be7988675a415588a088863c%22	https://assets-global.website-files.com/6527a38e362cc612868891e9/6527a38e362cc612868892a2_noise.png	/Users/muhammedarfath/websites/fordjango/assets-global.website-files.com/6527a38e362cc612868891e9/6527a38e362cc612868892a2_noise.png	(from https://assets-global.website-files.com/6527a38e362cc612868891e9/css/lala-design-portfolio.webflow.99df90dc5.css)
17:41:18	3181816/3181816	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889349_lighthouse-main-vid.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889349_lighthouse-main-vid.gif	(from https://lala-design-portfolio.webflow.io/)
17:41:18	965057/965057	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889343_blue-pottery-main-video5.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889343_blue-pottery-main-video5.gif	(from https://lala-design-portfolio.webflow.io/)
17:41:18	639624/639624	URF---	200	added ('OK%20(cached)')	image/jpeg		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc6128688934d_Screenshot%202023-09-30%20at%2017.18.27.jpg	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc6128688934d_Screenshot%202023-09-30%20at%2017.18.27.jpg	(from https://lala-design-portfolio.webflow.io/)
17:41:20	11068/11068	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2296edb61c19a0b7d81492ffc8c2a76816%22	https://d3e54v103j8qbb.cloudfront.net/img/background-image.svg	/Users/muhammedarfath/websites/fordjango/d3e54v103j8qbb.cloudfront.net/img/background-image.svg	(from https://assets-global.website-files.com/6527a38e362cc612868891e9/css/lala-design-portfolio.webflow.99df90dc5.css)
17:41:23	3178/3178	URF---	200	added ('OK%20(cached)')	application/webp		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889252_author-testimonial-01.webp	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889252_author-testimonial-01.webp	(from https://lala-design-portfolio.webflow.io/)
17:41:25	89476/89476	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6527a38e362cc612868891e9	/Users/muhammedarfath/websites/fordjango/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c83d0e.js	(from https://lala-design-portfolio.webflow.io/)
17:41:27	959291/959291	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889370_Group%2033-min.png	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc61286889370_Group%2033-min.png	(from https://lala-design-portfolio.webflow.io/)
17:41:28	1668314/1668314	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc612868893a8_2389.png	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc61286889211/6527a38e362cc612868893a8_2389.png	(from https://lala-design-portfolio.webflow.io/)
17:41:28	37212/-1	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2003:15:22%20GMT	https://lala-design-portfolio.webflow.io/work	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work.html	(from https://lala-design-portfolio.webflow.io/)
17:42:24	3622/3622	URF---	200	added ('OK%20(cached)')	application/webp		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688925b_author-testimonial-03.webp	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688925b_author-testimonial-03.webp	(from https://lala-design-portfolio.webflow.io/)
17:42:33	12649/12649	URF---	200	added ('OK%20(cached)')	text/plain		https://assets.website-files.com/645e0e1ff7fdb6dc8c85f3a2/64a5544a813c7253b90f2f50_lenis-offbrand.txt	/Users/muhammedarfath/websites/fordjango/assets.website-files.com/645e0e1ff7fdb6dc8c85f3a2/64a5544a813c7253b90f2f50_lenis-offbrand.txt	(from https://lala-design-portfolio.webflow.io/)
17:42:34	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:23%20GMT	https://lala-design-portfolio.webflow.io/work/ankh-tea	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/ankh-tea.html	(from https://lala-design-portfolio.webflow.io/)
17:42:36	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:26%20GMT	https://lala-design-portfolio.webflow.io/work/ankh-tea	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/ankh-tea.html	(from https://lala-design-portfolio.webflow.io/)
17:42:37	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:27%20GMT	https://lala-design-portfolio.webflow.io/work/lighthouse	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/lighthouse.html	(from https://lala-design-portfolio.webflow.io/)
17:42:38	3948034/3948034	URF---	200	added ('OK%20(cached)')	image/gif		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688929e_360-Lala.gif	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688929e_360-Lala.gif	(from https://lala-design-portfolio.webflow.io/about)
17:42:38	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2004%20Nov%202024%2012:11:17%20GMT	https://assets-global.website-files.com/6527a38e362cc612868891e9/js/webflow.cfc106e48.js	/Users/muhammedarfath/websites/fordjango/assets-global.website-files.com/6527a38e362cc612868891e9/js/webflow.cfc106e48.js	(from https://lala-design-portfolio.webflow.io/)
17:42:38	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:28%20GMT	https://lala-design-portfolio.webflow.io/work/lighthouse	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/lighthouse.html	(from https://lala-design-portfolio.webflow.io/)
17:42:39	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:28%20GMT	https://lala-design-portfolio.webflow.io/work/blue-pottery	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/blue-pottery.html	(from https://lala-design-portfolio.webflow.io/)
17:42:39	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:29%20GMT	https://lala-design-portfolio.webflow.io/work/blue-pottery	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/blue-pottery.html	(from https://lala-design-portfolio.webflow.io/)
17:42:39	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:29%20GMT	https://lala-design-portfolio.webflow.io/work/wallpapers	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/wallpapers.html	(from https://lala-design-portfolio.webflow.io/)
17:42:40	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:30%20GMT	https://lala-design-portfolio.webflow.io/work/special-campaigns	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/special-campaigns.html	(from https://lala-design-portfolio.webflow.io/)
17:42:40	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:30%20GMT	https://lala-design-portfolio.webflow.io/work/wallpapers	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/wallpapers.html	(from https://lala-design-portfolio.webflow.io/)
17:42:41	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:31%20GMT	https://lala-design-portfolio.webflow.io/work/special-campaigns	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/special-campaigns.html	(from https://lala-design-portfolio.webflow.io/)
17:42:41	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:31%20GMT	https://lala-design-portfolio.webflow.io/work/tropicana	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/tropicana.html	(from https://lala-design-portfolio.webflow.io/)
17:42:42	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:32%20GMT	https://lala-design-portfolio.webflow.io/work/tropicana	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/tropicana.html	(from https://lala-design-portfolio.webflow.io/)
17:42:43	70915/70915	URF---	200	added ('OK%20(cached)')	image/png		https://assets-global.website-files.com/6527a38e362cc612868891e9/6527a38e362cc612868892a2_noise.png	/Users/muhammedarfath/websites/fordjango/assets-global.website-files.com/6527a38e362cc612868891e9/6527a38e362cc612868892a2_noise.png	(from https://assets-global.website-files.com/6527a38e362cc612868891e9/css/lala-design-portfolio.webflow.99df90dc5.css)
17:42:43	2922/2922	URF---	200	added ('OK%20(cached)')	application/webp		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889256_author-testimonial-02.webp	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc61286889256_author-testimonial-02.webp	(from https://lala-design-portfolio.webflow.io/)
17:42:44	3258/3258	URF---	200	added ('OK%20(cached)')	application/webp		https://cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688925c_author-testimonial-04.webp	/Users/muhammedarfath/websites/fordjango/cdn.prod.website-files.com/6527a38e362cc612868891e9/6527a38e362cc6128688925c_author-testimonial-04.webp	(from https://lala-design-portfolio.webflow.io/)
17:42:45	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:34%20GMT	https://lala-design-portfolio.webflow.io/work/portonovi	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/portonovi.html	(from https://lala-design-portfolio.webflow.io/)
17:42:46	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:35%20GMT	https://lala-design-portfolio.webflow.io/work/portonovi	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/portonovi.html	(from https://lala-design-portfolio.webflow.io/)
17:42:46	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:35%20GMT	https://lala-design-portfolio.webflow.io/work/lighthouse	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/lighthouse.html	(from https://lala-design-portfolio.webflow.io/)
17:42:46	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:35%20GMT	https://lala-design-portfolio.webflow.io/work/blue-pottery	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/blue-pottery.html	(from https://lala-design-portfolio.webflow.io/)
17:42:46	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:35%20GMT	https://lala-design-portfolio.webflow.io/work/ankh-tea	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/ankh-tea.html	(from https://lala-design-portfolio.webflow.io/)
17:42:47	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:36%20GMT	https://lala-design-portfolio.webflow.io/work/wallpapers	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/wallpapers.html	(from https://lala-design-portfolio.webflow.io/)
17:42:47	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:36%20GMT	https://lala-design-portfolio.webflow.io/work/tropicana	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/tropicana.html	(from https://lala-design-portfolio.webflow.io/)
17:42:47	15/15	---M--	502	error ('Bad%20Gateway')	text/plain	date:Mon,%2004%20Nov%202024%2012:12:36%20GMT	https://lala-design-portfolio.webflow.io/work/special-campaigns	/Users/muhammedarfath/websites/fordjango/lala-design-portfolio.webflow.io/work/special-campaigns.html	(from https://lala-design-portfolio.webflow.io/)
